source_id,support,baseline_macro_f1,candidate_macro_f1,delta_macro_f1,baseline_accuracy,candidate_accuracy,delta_accuracy,baseline_brier,candidate_brier,delta_brier
274c2b3cb88d91281fac0ca18e5fa0decdb86ce5b51d6bb1e988f442e09ee829,3,0.25,0.25,0,1,1,0,0.0243625414227,0.0749924511141,0.0506299096914
27f7b9a233b232d09dc5463937c8150e848bebb9f9c3eac2cd6d18cd0a0a0663,8,1,0.880952380952,-0.119047619048,1,0.875,-0.125,0.0328324774962,0.163313689239,0.130481211743
2815019765d0a2b0cd8db67fb79e15ec0c4893de14483f3e6156ddacadb10f7a,30,0.883493031359,0.826785714286,-0.0567073170732,0.9,0.866666666667,-0.0333333333333,0.176784122017,0.196082822278,0.0192987002619
298f1741927a10b95fab08a2419835f2d89a49ade874c77e541bf480e574fcca,42,0.71130952381,0.692222222222,-0.0190873015873,0.952380952381,0.928571428571,-0.0238095238095,0.076916581512,0.130237983339,0.0533214018273
3196e70c78ec00c569890feff5903b9fd6de1c082f2dcc65de331a676356154b,18,0.679166666667,0.621212121212,-0.0579545454545,0.888888888889,0.888888888889,0,0.161211895207,0.167922840554,0.00671094534639
33d5eab0e55967cc9ef6294d07c71894b7c8ccead9f3b75d9c24963ff08f8a5b,7,0.434523809524,0.533333333333,0.0988095238095,0.571428571429,0.714285714286,0.142857142857,0.678550647887,0.505685912404,-0.172864735482
362ca8248798f8db4ad596d5ff5d5b21969fb1d0b5d6bc5479eb390815d04099,66,0.66014525307,0.651377217554,-0.00876803551609,0.742424242424,0.727272727273,-0.0151515151515,0.379422028777,0.428235441937,0.0488134131595
384b0ba2da0f7a1aaf92176857f6b862b243c54a44b1a60ad1512e22fb6d4f57,27,0.878333333333,0.721293199554,-0.157040133779,0.888888888889,0.777777777778,-0.111111111111,0.20774664706,0.40435809435,0.19661144729
38b5c44ace8c39b31954af0c9b3057abad24dd37ec441de169f055949fb91ed3,24,0.419034090909,0.437121212121,0.0180871212121,0.666666666667,0.708333333333,0.0416666666667,0.485411088567,0.488601997529,0.00319090896247
3a6ec6cf0cccb2db4bc4eb1d6583b28f6dc8816b49e0ae8aaa6a06484645efac,33,0.908045977011,0.935294117647,0.0272481406356,0.969696969697,0.969696969697,0,0.0325116777825,0.0497742910892,0.0172626133067
3d9bb96a31d14f722edff4380172cc0eda5a2e2aab8847223fead188adfe3bae,36,0.548219086022,0.545454545455,-0.00276454056696,0.722222222222,0.722222222222,0,0.438065728084,0.420309972566,-0.0177557555181
40b598298febd1caaa3494c2aa68b7d34db4adefb806470ebaa2164aa3b6e97b,24,0.433333333333,0.458333333333,0.025,0.625,0.625,0,0.574230412955,0.519574671091,-0.0546557418636
43e3f532b331904b4b75e22e482cffcf7410e15e086662ebc1b0f2d324f2c640,25,0.513725490196,0.538068181818,0.0243426916221,0.64,0.68,0.04,0.515456844332,0.441727565583,-0.0737292787489
4418b43f021add15a849c765ee0db832848b4b10e7849e6b885d73b122875f84,84,0.634999399118,0.722364171733,0.0873647726146,0.738095238095,0.785714285714,0.047619047619,0.375030901639,0.35159849786,-0.0234324037796
448764c64bd9a5b6c7cd78e8b26ab5214ce6b2f3a7fafd6b108f3cbbe5f7e177,12,0.15,0.140909090909,-0.00909090909091,0.25,0.25,0,1.21034474273,1.21583915504,0.00549441231173
4726c5a5ef83880ea58dc9be0d5526992a63d81a7158a7290accb6ea90e2f24e,6,0.5,0.464285714286,-0.0357142857143,1,0.833333333333,-0.166666666667,0.0562591886011,0.10221407485,0.0459548862487
487d0abed001c9f2a355dcc6490f2cf7f1354bf99dbe74fb40e1739122af3c2b,62,0.901284288241,0.871179183136,-0.0301051051051,0.91935483871,0.903225806452,-0.0161290322581,0.144389984211,0.172129607992,0.0277396237809
4a179349154115dae8c63a1aae7fb09285d02b7da5eef74d9eaa8871309dcfa9,13,0.791666666667,0.791666666667,0,0.769230769231,0.769230769231,0,0.434685720476,0.374966822133,-0.0597188983433
4d0345fde865563ce1b8a378bb4f763097083ca5ab32f7ddf46c2f6159f1dec2,59,0.890948996656,0.825320512821,-0.065628483835,0.898305084746,0.915254237288,0.0169491525424,0.184177703681,0.149570246494,-0.0346074571871
4e9629cc0367f8dbaf9608d5600aa795a09c3ebbe94051365be8cd7611f13d26,15,0.727272727273,0.833041958042,0.105769230769,0.8,0.866666666667,0.0666666666667,0.271666654033,0.223227507075,-0.0484391469574
4f828f23a69a02612b535ecc3b578f0a9ef09ead831878c8330854912886c5a7,27,0.69731092437,0.67731092437,-0.02,0.777777777778,0.740740740741,-0.037037037037,0.390971332162,0.484760103903,0.0937887717405
5223588a92753ef83373d79e22184bdfc746798fd2eec43f6e0d811eb386d59c,197,0.792377274651,0.769858564422,-0.0225187102294,0.847715736041,0.832487309645,-0.0152284263959,0.21493193055,0.235540812283,0.0206088817332
56c65c573eb4b7bbca1e8a62ea910f474527ca7cc22d0832f7b8985143579c47,40,0.670900178253,0.664215686275,-0.00668449197861,0.9,0.9,0,0.146770684506,0.1383970934,-0.00837359110559
57e7316fb6c2aea7f22af2debf992411f162fb23b99f26e20ca9917a22800b28,3,0.2,0.2,0,0.666666666667,0.666666666667,0,0.499723130903,0.537786075251,0.0380629443487
5e9b1bd1f06698191157fbc99f25182854ee47dcc819d045d1eee684d797587b,43,0.690476190476,0.69219924812,0.00172305764411,0.906976744186,0.906976744186,0,0.113016304966,0.14187740569,0.0288611007241
5ee3de464b1eb18f6dbc71fac32dd821ec33a6f6ea0d273324ce5d81751bbc74,22,0.671130952381,0.721428571429,0.0502976190476,0.909090909091,0.954545454545,0.0454545454545,0.0997930434094,0.0563788428075,-0.0434142006018
5f94f96b5558bc44bec41fbfff63a95635edebf6436cf0d7b71bc93bc7e01771,15,0.681818181818,0.675,-0.00681818181818,0.733333333333,0.733333333333,0,0.367374311286,0.349614490866,-0.0177598204193
60300796ba7899fd40ecbaa91387c5ca83e5757c4513c7aae95783e2e3877244,16,0.846103896104,0.783333333333,-0.0627705627706,0.8125,0.8125,0,0.250532588595,0.253132758866,0.00260017027176
6138bfa37d6d45417e27c6225b1b5c3d451845f9afd2be1af047243d1934f16d,16,0.515476190476,0.571212121212,0.0557359307359,0.6875,0.75,0.0625,0.41505292807,0.334820705834,-0.0802322222363
646074c09ce77345f3d6434db5b2b976626086f4a3ba9020dc6fa992fa6887ac,54,0.65350877193,0.564372488126,-0.0891362838041,0.740740740741,0.648148148148,-0.0925925925926,0.463114788946,0.54698228225,0.0838674933036
67e1884ecd04dbe20b36dae2dd478b3fa11c2dd652ae19aa1ecf63df01a54bb4,40,0.80264349733,0.80264349733,0,0.85,0.85,0,0.199886377749,0.229684928749,0.0297985509998
6b850256cef5c3246b062d9ccc13df2dba8549db3d4aa09074ac047358bc730c,10,0.936507936508,1,0.0634920634921,0.9,1,0.1,0.137535512239,0.0550912170561,-0.0824442951832
6c7e3cea7a4858b1ace2a58c01677e91a03db28f550513c277a01f23b2083836,14,0.537581699346,0.569444444444,0.031862745098,0.642857142857,0.714285714286,0.0714285714286,0.533501435944,0.487860606973,-0.0456408289711
6f2a5802d3ab371a696939846b2162129bfa30f9a0e371d8fe476564da770b8b,17,0.845833333333,0.798484848485,-0.0473484848485,0.823529411765,0.764705882353,-0.0588235294118,0.281483519367,0.266619839845,-0.0148636795221
7664ea81b7e714b0d5433004c1fca3512bd7bdabfbe3dd63273d79180fe6d6fa,49,0.698041958042,0.677391304348,-0.0206506536941,0.938775510204,0.918367346939,-0.0204081632653,0.107699979862,0.14411767354,0.0364176936774
76be45b29b02fc9e53270d845eb888e016203b2feb5f8a23c1bc226cfb6f9541,11,0.75,0.730769230769,-0.0192307692308,1,0.909090909091,-0.0909090909091,0.05144594079,0.0645562922531,0.0131103514632
78d93e44688ea4c2b1b0be54e645ffaf0ab8c612ccfe0606b26306c0bdd7eb9e,46,0.835546398046,0.815545808967,-0.0200005890795,0.847826086957,0.847826086957,0,0.24070111078,0.24024509241,-0.000456018369694
7917889ab4e78b6b53a8a9cb1ef033ff30c5f3bd8f7978290b6a1e55f3745707,30,0.88082437276,0.847222222222,-0.0336021505376,0.933333333333,0.933333333333,0,0.119041155437,0.133387124354,0.0143459689174
7fe3d6029ec1e666f41b728458a973e8e2e6924c09046427a23859dcc7b3d75a,33,0.942424242424,0.977718360071,0.0352941176471,0.969696969697,0.969696969697,0,0.0329954438914,0.0562173627192,0.0232219188277
86e764296ae0d3f82d5181fcf23d71b68aa16bec297d30d24b66814a0222bec9,104,0.906410885556,0.839425465316,-0.0669854202401,0.951923076923,0.923076923077,-0.0288461538462,0.0848453113023,0.113710961584,0.0288656502813
884e0cb0d19baa05ae86bae59b5351a82ddcdb9a7af044867db66a819a131389,17,0.75,0.75,0,1,1,0,0.00737946653515,0.00419316993549,-0.00318629659966
892e4e1ab6068fc4434d0054ab76e2c3c0d9bf73fcc5cd615db68815b3134102,25,0.535294117647,0.678932178932,0.143638061285,0.84,0.92,0.08,0.183191391614,0.175900428788,-0.00729096282622
8a19d0092e222e0168b0240040c7abec5af97377d5f1b3c74d02604cebab64d6,16,0.554166666667,0.554166666667,0,0.6875,0.6875,0,0.541115819318,0.58857634636,0.0474605270414
8def61f50369c2308d6acc3ec8575794a2970d0f6375eaa51ca8e7e37abccdfd,18,0.516666666667,0.544913419913,0.0282467532468,0.777777777778,0.833333333333,0.0555555555556,0.341348156297,0.286467635686,-0.0548805206116
9063fe5a96a210ebfe12759f47a23a0522765005e854174ae1dbba306d5ab91e,15,0.644444444444,0.644444444444,0,0.8,0.8,0,0.332514950812,0.286706363632,-0.0458085871806
908b32eb48120ce4dbf68981ea7e019915cec0971b94eafa2f753fb312d2777a,67,0.700339200087,0.680803571429,-0.0195356286586,0.925373134328,0.89552238806,-0.0298507462687,0.119299812712,0.164264798477,0.0449649857648
9365283497184f82bb514f2ae669c6ec302a1cd4c49f1b9426e48aca0e39eedc,18,0.660317460317,0.660317460317,0,0.888888888889,0.888888888889,0,0.146731785137,0.143505899403,-0.00322588573371
9459f1cceef9869f5ee5d550f4d0153a7cdf2e59b9bd8cc5f372969252fde2ca,20,0.655882352941,0.64375,-0.0121323529412,0.75,0.75,0,0.412066220404,0.423762590585,0.0116963701804
952764ee08a98895af51812c4985a51b674914b70701d789dc4ff497ab2cd741,51,0.555714285714,0.604545454545,0.0488311688312,0.745098039216,0.78431372549,0.0392156862745,0.420526515827,0.373068672432,-0.0474578433947
957962b55a53a08db5f378e511817642230cbd4d6d1cf4d43dd6a4b63131ccc1,11,0.664285714286,0.691558441558,0.0272727272727,0.727272727273,0.818181818182,0.0909090909091,0.393488273344,0.256566673089,-0.136921600255
95bf0f1bedb8e4250b3f6ee2dd241da6f07f8e65d2fc1c27c4c900116b2d104c,20,0.737301587302,0.664957264957,-0.0723443223443,0.7,0.7,0,0.478608402607,0.507446255146,0.0288378525392
987ebbea8e2f88d7ae24bb995fb1683cfcf43e60da1c73db60f86e9c6f759ec0,9,0.333333333333,0.30303030303,-0.030303030303,0.555555555556,0.444444444444,-0.111111111111,0.765599307537,0.759434490898,-0.00616481663861
994bc72760dcfe7fa4dcb4204fd49276c86f3b5d7563bd03968bb98375e50059,88,0.866399703356,0.89187297377,0.0254732704133,0.886363636364,0.909090909091,0.0227272727273,0.163161211425,0.151784283884,-0.0113769275417
9a33ea59a66d49ff7cc5e5ae9beb979f48b38e35157bca2ebd07bf99649f623d,11,1,0.666666666667,-0.333333333333,1,0.909090909091,-0.0909090909091,0.00416485637991,0.093747479358,0.0895826229781
9ae9ab57ccb2a6caf3db84ad0a088385a92d25754e445de6f502929913bf21cd,97,0.760846702317,0.771376493181,0.0105297908637,0.896907216495,0.896907216495,0,0.160344608608,0.150615851221,-0.00972875738751
9bc4482343f7ed28b44b9319b09ff19b55a18cac47392ae5ffba13a1bbc7d262,34,0.710606060606,0.678571428571,-0.0320346320346,0.911764705882,0.852941176471,-0.0588235294118,0.131944213145,0.153637780387,0.0216935672415
a4713e0a14bb0ef918e89ea267520b745394edf49df0b6e3b5925085b1fca54d,11,0.75,0.666666666667,-0.0833333333333,1,0.909090909091,-0.0909090909091,0.0808056750898,0.123930848193,0.0431251731032
a66012a80d34bfaefbf35c783b0cb519be49ffe11837f13fda441b6fe3ddf21a,23,0.5,0.5,0,1,1,0,0.0101009982324,0.0121766216842,0.00207562345171
a6ba01099092faefda72e83a5ffad12164972913b573b6580138d019a5453418,32,0.608333333333,0.645028957529,0.0366956241956,0.84375,0.84375,0,0.245588669894,0.247200357489,0.0016116875954
a771a5f4fb2138cf78114b166d2e1fa99c89b30b5a08b96d69edbffaa7be1c17,13,0.66452991453,0.686507936508,0.021978021978,0.769230769231,0.846153846154,0.0769230769231,0.285659838375,0.206096879623,-0.0795629587521
a89e21c5a35df9846708875b550aedadb0962eeaf4b3c7f3348dec0322cd9dde,158,0.757545695046,0.674940743513,-0.0826049515327,0.829113924051,0.784810126582,-0.0443037974684,0.281940005892,0.317031905996,0.0350919001042
acef12612f4cc8a8551d6eed74f7140693018819c768baebe55af31070bb4a48,305,0.685777482222,0.681549815378,-0.00422766684478,0.8,0.793442622951,-0.00655737704918,0.306070258557,0.312222183041,0.00615192448415
b2f1766eb28ea153bd66a13147bee8bb6a783a480a2a5415efd24621d784865e,48,0.652761874679,0.61946290144,-0.0332989732396,0.854166666667,0.8125,-0.0416666666667,0.26926462557,0.323552351343,0.0542877257727
b34ee56525d88d8c5edbedc83cfaa246ebf13d655186bfb0a26192ae67847925,149,0.741475565108,0.720950732396,-0.0205248327125,0.798657718121,0.778523489933,-0.0201342281879,0.335804009001,0.328782795458,-0.00702121354257
b3b2e2bd4653e0479aa37231686157e94d03881d3e717ffb4b92970e7582dc0d,299,0.721205716771,0.719748639965,-0.00145707680613,0.795986622074,0.795986622074,0,0.281317001869,0.294574398318,0.0132573964492
b43f9bef2ea9be7d5c83147f704d1ec9e88508b7c90558944b551a63d6646376,18,0.897619047619,0.930769230769,0.0331501831502,0.888888888889,0.944444444444,0.0555555555556,0.135963100374,0.0554045034023,-0.080558596972
b74f3f5afc0b04fa76647aa59087b92f57a410aac28d92b9e08e36f063008fba,29,0.75012025012,0.757142857143,0.00702260702261,0.724137931034,0.724137931034,0,0.400333739615,0.465795649248,0.065461909633
ba4f78fc596e7483b05f73b0a4f0c57215df572dab1d75cba29cf1873022b267,37,0.775268635882,0.822924901186,0.0476562653033,0.783783783784,0.810810810811,0.027027027027,0.301959263125,0.24719751722,-0.0547617459051
bd6bdeca4d4d58b93dcd52052f780fcb2ab8a2a77ef89be9ded9271136bf1260,14,0.608225108225,0.608225108225,0,0.857142857143,0.857142857143,0,0.234393753194,0.226909433425,-0.00748431976855
bdb51e8336d8c2a0de850780446afe2818d0b4eeee21137a9bc817eff040e3c0,141,0.689370344934,0.742235600002,0.0528652550678,0.744680851064,0.794326241135,0.0496453900709,0.380589409731,0.357163841198,-0.0234255685328
c06b9cd1fff25ad6609a4acc440947729eaae556a777669d2c7b83c20f9f8885,28,0.795,0.767307692308,-0.0276923076923,0.821428571429,0.785714285714,-0.0357142857143,0.331563734436,0.301864727292,-0.0296990071435
c1b71ca5fcfb63cd845ec42d43753eca41cf5c90313140ea6e9695c2c654df6d,123,0.833158708159,0.874189436689,0.0410307285307,0.869918699187,0.894308943089,0.0243902439024,0.196836811293,0.194143540357,-0.00269327093615
c2a6706263d09c63b307df18a79bae14418b0faf3038d47b68ad4d2e853e3f99,13,0.75,0.75,0,1,1,0,0.00674112917238,0.00115197371517,-0.0055891554572
c3a7a0efb4205fb087261214ecfa7aceebcb7e8cf295163f6d694dd21fdeebe4,25,0.611138861139,0.611138861139,0,0.8,0.8,0,0.393647769545,0.398639001155,0.00499123160963
c5c61ac6a632dc81f083aca02a5ce3ff9b90ef1e69a86f138b246bd23e7d0ea9,32,0.795816464238,0.795816464238,0,0.8125,0.8125,0,0.299829775637,0.287311736283,-0.0125180393548
c5d024bb1b7d54d9eb1b773b68d0abb69abd4c57c23dd861afa6b4daf6095fb2,30,0.91600877193,0.920138888889,0.00413011695906,0.9,0.9,0,0.121416222727,0.117553769562,-0.0038624531652
c6f859e97a85d2be55de346ee03396c3284ef33ad2a850cbf47dcf6a86c54f6c,21,0.630952380952,0.65,0.0190476190476,0.904761904762,0.952380952381,0.047619047619,0.145397042294,0.0916530904454,-0.0537439518486
c71ada431bd46bd4a6359aeae6a2a8e55c5fadaac95da2d3426bc7a470fc428d,19,0.621212121212,0.66958041958,0.0483682983683,0.736842105263,0.789473684211,0.0526315789474,0.262552609351,0.198332969553,-0.0642196397981
c7b0ae9d845b01af28904a49c113db9419434a3a9dc695cbcca773c7377fa099,10,0.433333333333,0.448484848485,0.0151515151515,0.6,0.6,0,0.682046265322,0.565460710713,-0.11658555461
cab87913f73e8349723b3aa09815de16104f7e933d850478367538de727d8d66,21,0.789457070707,0.830555555556,0.0410984848485,0.809523809524,0.857142857143,0.047619047619,0.235067825106,0.174814234271,-0.0602535908352
cbe435389c7fde7dbf7f3f0b08fa24b91bd68569ba4a59eda4fcca3b686eaf60,25,0.716063348416,0.69362745098,-0.0224358974359,0.92,0.88,-0.04,0.157881024026,0.176803735344,0.0189227113179
ce81615fdfacce198687f92d3c58747d1f210c5783fa3bb46aa95df8fb61efdc,28,0.872222222222,0.957142857143,0.0849206349206,0.857142857143,0.964285714286,0.107142857143,0.168648777782,0.103807908696,-0.0648408690856
d18cd2cb8f3969cbf6af794d14828afbbd325bed84b28f6fb6cfa887be2c8b28,63,0.751732377539,0.739962269061,-0.0117701084782,0.84126984127,0.825396825397,-0.015873015873,0.24810649403,0.272947751339,0.0248412573089
d6e67deba46d308b643a1107909d71a35621984b374efe6ed5b28181298c665a,130,0.776447829132,0.812092619068,0.035644789936,0.830769230769,0.838461538462,0.00769230769231,0.24169304994,0.255620439081,0.0139273891414
d751de9a9d281b7d8f3a57160f2880d8a6bb4d189690de0f7d7f2b033ad650a4,27,0.754734848485,0.7,-0.0547348484848,0.814814814815,0.740740740741,-0.0740740740741,0.345027677749,0.42390367642,0.078875998671
d824fbb44e854e98bdec49929ed132bd2f214eb9a16c2247f40b049e74673714,19,0.554367201426,0.554367201426,0,0.736842105263,0.736842105263,0,0.46430210577,0.413409612274,-0.050892493496
ddb02d91bd18c3c662df1f33661d602d12020d6cf678bab7cb298f4055fca93b,17,0.75,0.75,0,1,1,0,0.00111702058455,0.00235333092662,0.00123631034207
e20918bb59fb9410444abfca05301763d95a43571f7e2437b82ee48a1c85ed42,12,0.833333333333,0.833333333333,0,0.916666666667,0.916666666667,0,0.0860532922233,0.122106642961,0.0360533507374
e553658a13d5730f215fe7abaa4ffcafffebacc2a2c811523c5848785b07feb6,26,0.418003565062,0.397569444444,-0.0204341206179,0.807692307692,0.769230769231,-0.0384615384615,0.343757345586,0.399300180665,0.0555428350795
e660b6010195823ff8abb7f5ac22b3e84ad23e55b4bfe23f84e74aa932c77d9a,61,0.679760996695,0.668526429711,-0.011234566984,0.803278688525,0.786885245902,-0.016393442623,0.317703733151,0.291290323895,-0.0264134092558
e6803c63f300fa480953ca2fe972e030e123c7f9c1d9ed559d04ae2394d0d86b,87,0.701389620653,0.641426335793,-0.0599632848608,0.827586206897,0.770114942529,-0.0574712643678,0.304333705614,0.35677972393,0.0524460183153
e883cab14c33a28c3bf1e25281ef335a7bcd08f31fb3e2cea1e824982af00196,12,0.494318181818,0.494318181818,0,0.666666666667,0.666666666667,0,0.505240103654,0.514415278033,0.00917517437947
eac114d0fbda834121eb1da95e9dd3d4e76db9e3188fcf74d6d679a8efd3c8f1,19,0.852380952381,0.830952380952,-0.0214285714286,0.894736842105,0.894736842105,0,0.213146802527,0.125957634958,-0.0871891675686
ead3029c1627ceed0bb1941b02d180790ac40d9339381ab591d89b54e95afa5d,17,0.787587412587,0.787587412587,0,0.823529411765,0.823529411765,0,0.29879269721,0.279916834289,-0.0188758629206
ef2a499f1eb631d0fe82020b23b6b033d935130d3181bd0d4fd2f4fcd23925a8,33,0.729871175523,0.729871175523,0,0.969696969697,0.969696969697,0,0.0676165223699,0.0681594820179,0.000542959648017
eff9b2507927f7894349799dbb77b0c66871e7547a4170f6e6ef409f01493d5d,10,0.75,0.664285714286,-0.0857142857143,1,0.9,-0.1,0.0604184762607,0.108362128207,0.0479436519461
f2052231c80a312cdf52e119479c078cd5bcaf12bb92c3ed0366740e77e1ee5f,7,0.388888888889,0.388888888889,0,0.714285714286,0.714285714286,0,0.550820722695,0.553073034558,0.00225231186329
f34b655729f9e067daf58741bbef87d6babc75e70cc02335a66a9a7f2a41110f,30,0.879365079365,0.806252570958,-0.0731125084066,0.866666666667,0.8,-0.0666666666667,0.262263728444,0.352962954708,0.0906992262646
f73fbbd46db1893b89699f228eb96713fbf24e13dabbda4707c125290203f537,8,0.775,0.666666666667,-0.108333333333,0.75,0.625,-0.125,0.606401941637,0.55771758277,-0.0486843588668
f76617e906c5e2b96661cf362ca553b76fbb23756e161cf3e0bc86585f03b1a8,39,0.55625,0.55625,0,0.692307692308,0.692307692308,0,0.424844992138,0.37803974097,-0.0468052511683
f8b9c28f12c90d87138212f431c9300e394af58c1dc90d970ba183af36ca0387,48,0.570054945055,0.553571428571,-0.0164835164835,0.833333333333,0.770833333333,-0.0625,0.313563833093,0.377316064076,0.0637522309827
f8e9ffc7e0ffb6235d54b1268168a35dda2087b04f0eb23655d9033041e4895d,24,0.735984848485,0.779844497608,0.0438596491228,0.75,0.791666666667,0.0416666666667,0.389448267789,0.371147131369,-0.0183011364206
f92544f5ed508add4c093c58e76fce40d49ca14b51000a7b8770e0152039d485,23,0.916063348416,0.875445632799,-0.0406177156177,0.913043478261,0.869565217391,-0.0434782608696,0.103865462892,0.137735588823,0.0338701259311
f9ba5bcb971128ab896d2b887228d6522719aa3c656b131cf236ce80da34d01d,24,0.967611336032,0.967611336032,0,0.958333333333,0.958333333333,0,0.0948989443981,0.0520428558467,-0.0428560885514
fdf67d2c42795b9d06e986a20b48e2b2bee751e8cdf4fd17e3571edec7df7c1a,18,0.523026315789,0.576388888889,0.0533625730994,0.722222222222,0.777777777778,0.0555555555556,0.500199203017,0.413862909756,-0.086336293261
