draw,task_a_t10_balanced_accuracy_delta,task_c_macro_f1_delta,task_c_brier_delta
499,0.129076087,-0.06724799265,0.02678875451
500,-0.02659574468,-0.0586805578,0.02717618217
501,0,-0.03220123958,0.01609650419
502,0.03201970443,-0.05614522304,0.007225067404
503,0.1203429923,-0.04608615343,0.02712128502
504,-0.04736842105,-0.03718501731,0.02030163955
505,-0.01747720365,-0.05005695824,0.02296647311
506,-0.01136363636,-0.05227043597,0.02189081096
507,0.05015197568,-0.07181625537,0.03050310885
508,0.06113360324,-0.08217750081,0.02632173087
509,-0.08890577508,-0.04395506317,0.02742033883
510,0.07799671593,-0.05793918672,0.0255663289
511,0.09090909091,-0.06216180834,0.02811108429
512,0.004076086957,-0.06536279131,0.02252793281
513,-0.009049773756,-0.02260713817,0.01911505148
514,0.01041666667,-0.04512125988,0.01887276736
515,0.0125,-0.07448759875,0.02005669105
516,0.08831521739,-0.02262037491,0.005838400252
517,0.1474630021,-0.03682869428,0.02585924328
518,0.03684550743,-0.04213269132,0.02049598562
519,0.1222222222,-0.05686236042,0.02723580187
520,-0.03366174056,-0.04139792296,0.02092192254
521,0.02545155993,-0.0477048098,0.01934576075
522,-0.01063829787,-0.06308660301,0.02419347211
523,0.09659090909,-0.02861419626,0.02171799794
524,0.05555555556,-0.05470273781,0.02199054088
525,0.07222222222,-0.06456840134,0.02162545876
526,0.05654761905,-0.06173655721,0.02318285919
527,0.05454545455,-0.06513633336,0.03129731351
528,0.1354228267,-0.04940995968,0.02538088074
529,0.132218845,-0.03648435513,0.01442890761
530,0.06111111111,-0.06125036522,0.0145641588
531,-0.008358662614,-0.051167143,0.02869757594
532,0.06076276665,-0.03934171283,0.01451029953
533,0.1852272727,-0.05479755244,0.02343610315
534,0.01666666667,-0.04352917812,0.02372703983
535,-0.02150537634,-0.05897293781,0.01939413644
536,0.130575307,-0.03375989465,0.01860941322
537,0.1003039514,-0.04549914381,0.02421988572
538,0.06978119456,-0.07517572535,0.02040035137
539,0.08468002586,-0.05750446952,0.02992150477
540,-0.035,-0.03381235378,0.006182416466
541,0.08854166667,-0.0423500114,0.01851286205
542,0.1193181818,-0.03967999382,0.01636469209
543,0.07744565217,-0.0750743753,0.03215340632
544,0.1172043011,-0.06514892666,0.02781527111
545,0.02069781195,-0.04738286903,0.02318464658
546,0.04757033248,-0.0385298538,0.01630037606
547,0.09375,-0.03864532437,0.01141760163
548,0.1109422492,-0.0520045334,0.0160376588
549,-0.0339673913,-0.03472487973,0.01559360241
550,0.1354228267,-0.05427714975,0.02301288208
551,0.1279761905,-0.04937902989,0.0249005576
552,0.01902834008,-0.04684982877,0.02336883127
553,0.1519756839,-0.0507049273,0.02609687312
554,-0.04626506024,-0.05145643926,0.01941623075
555,0.02386363636,-0.06074025046,0.02168513701
556,0.1386189258,-0.05292876901,0.02068089975
557,0.08522727273,-0.04351767146,0.0203845178
558,0.09113300493,-0.06161857858,0.01240200325
559,0.03888888889,-0.0597799083,0.02778421406
560,0.09566903685,-0.03219975749,0.01792309371
561,0.1784098255,-0.05553234207,0.02135253768
562,0.125,-0.03138718657,0.01254854227
563,-0.04705882353,-0.0640527066,0.01975813546
564,0.07369101487,-0.04738143846,0.01602539653
565,0.03333333333,-0.04275684906,0.01356067683
566,-0.02808988764,-0.04594327038,0.01774319974
567,0.01740890688,-0.03047885188,0.01172956496
