draw,task_a_t10_balanced_accuracy_delta,task_c_macro_f1_delta,task_c_brier_delta
1241,0.1055555556,-0.05067180949,0.02505928197
1242,-0.03703703704,-0.01880697893,0.01452914898
1243,0.05526826115,-0.05583656145,0.02021548072
1244,0.2079545455,-0.0598697997,0.0243058956
1245,0.03532608696,-0.04891367836,0.02104330524
1246,0.1075533662,-0.05453004139,0.02224009442
1247,0.04783451842,-0.07173641951,0.02604349434
1248,0.1789819376,-0.04348496241,0.01693313643
1249,0.1360698125,-0.0334403659,0.01351077401
1250,0.01666666667,-0.07581159224,0.02326223758
1251,0.04234001293,-0.05946057865,0.02968514919
1252,-0.01766304348,-0.03707010274,0.02112817502
1253,0.002717391304,-0.0483004624,0.02962153407
1254,-0.02003878474,-0.04809653314,0.01929452937
1255,-0.04444444444,-0.06555721536,0.02886890197
1256,0.1345108696,-0.06168220162,0.02541157271
1257,0.1014799154,-0.05668736854,0.02766885634
1258,0.02748414376,-0.06004189787,0.02125035485
1259,0.125,-0.06258432118,0.02244908369
1260,0.05587044534,-0.04814493659,0.01847152406
1261,0.04234001293,-0.0389155997,0.01953368365
1262,0.1298048492,-0.05701265734,0.02293419749
1263,0.1481762918,-0.04214586662,0.01639941624
1264,0.02159090909,-0.03986213261,0.0168610507
1265,-0.08333333333,-0.02091904078,0.01470451132
1266,0.07346723044,-0.07121999481,0.02758652744
1267,0.02159090909,-0.06889424139,0.03002594377
1268,0.1111768185,-0.03147667282,0.01400564382
1269,0.03015966884,-0.03499550741,0.01589011451
1270,0.07293868922,-0.04694535696,0.01388511693
1271,0.02454169131,-0.08457525405,0.02873188343
1272,0.07717327025,-0.01561583676,0.00883016991
1273,-0.02173913043,-0.02790238608,0.01690692234
1274,0.1067653277,-0.03283404582,0.008041785925
1275,-0.05789473684,-0.06058457788,0.02410981681
1276,0.09372979961,-0.04509825917,0.02148715627
1277,0.05021141649,-0.05721825083,0.01510060738
1278,-0.01724137931,-0.02378790026,0.0133103795
1279,0.04516129032,-0.03821106003,0.0202255754
1280,0.07222222222,-0.05489543673,0.02131086962
1281,0.03180722892,-0.06267511148,0.0274230209
1282,0.01292824822,-0.06106406394,0.0273494194
1283,0.05665024631,-0.05590413522,0.02077701535
1284,-0.03360323887,-0.06115807948,0.02490430939
1285,0.04029990628,-0.05735012819,0.01925412402
1286,0.06031933767,-0.04892188672,0.01799738665
1287,0.04534412955,-0.04315444874,0.008124462087
1288,0.02469135802,-0.04047050694,0.01804482094
1289,-0.009090909091,-0.07578593472,0.03124016794
1290,0.1494565217,-0.03293783197,0.007614036196
1291,0.06022727273,-0.05428065324,0.0287586318
1292,0.02748414376,-0.04093860334,0.01784995371
1293,0.1444444444,-0.06587180964,0.02733094891
1294,0.04234001293,-0.04132395713,0.02143321785
1295,0.01720430108,-0.04622979684,0.02513540815
1296,0.006451612903,-0.05147486609,0.02149534712
1297,0.09566903685,-0.05689612695,0.02404370733
1298,0.01358695652,-0.05729329356,0.02225484589
1299,0,-0.04046095859,0.02038134043
1300,0.09090909091,-0.05968459196,0.02521976263
1301,0.119047619,-0.04314784826,0.01642742673
1302,0.0978710822,-0.03922050746,0.008555245369
1303,0.06183932347,-0.04769371292,0.01455768323
1304,-0.005376344086,-0.05825489757,0.02757180978
1305,0.005555555556,-0.04506341884,0.01547822112
1306,0.1277777778,-0.06977284261,0.0229056255
1307,0.007687758723,-0.06805042692,0.02682434363
1308,0.06801619433,-0.03665751503,0.01505496659
1309,0.1717325228,-0.04547397296,0.02426079859
1310,0.0829228243,-0.03638851731,0.01749626044
1311,0.03295454545,-0.03295205473,0.01464099888
1312,0.1409090909,-0.03230134816,0.005862756458
1313,0.09498480243,-0.05854951978,0.02801698815
1314,0.08387096774,-0.05149581136,0.02266545507
1315,0.04844006568,-0.07551833064,0.02340023167
1316,0.01022727273,-0.03011291976,0.01664493188
1317,0.001642036125,-0.06179487576,0.02112836792
1318,0.07777777778,-0.05771636539,0.01767897513
1319,0.1388888889,-0.05850684376,0.01486815793
1320,0.04483282675,-0.06670960116,0.03061107244
1321,0.07201086957,-0.03946531883,0.01949407223
1322,-0.04395604396,-0.02648437252,0.007401842657
1323,0.05526826115,-0.03979224114,0.02216116452
1324,0.06209343584,-0.0468692767,0.01343447801
1325,0.01363636364,-0.06633138448,0.02611959164
1326,0.06666666667,-0.02963954291,0.01782091897
1327,0.04483282675,-0.04210241848,0.02092670396
1328,0.03401534527,-0.0522359186,0.01902080137
1329,0.09514066496,-0.06051393988,0.01865168064
1330,0.02989130435,-0.05997288774,0.02725754241
1331,-0.07291666667,-0.03887210992,0.01492882253
1332,-0.01111111111,-0.05144591086,0.02144456704
1333,0.07340153453,-0.05136583476,0.01853883767
1334,-0.01666666667,-0.05285185143,0.02533485354
1335,0.03319838057,-0.06613931684,0.03173681764
1336,0.08403805497,-0.02651730997,0.0123333884
1337,-0.02840909091,-0.0342748027,0.008359789477
1338,0.04269293924,-0.05859357672,0.02538259964
1339,-0.003643724696,-0.05096794847,0.01973306677
1340,0.1614583333,-0.06524285465,0.02245930613
1341,0.004076086957,-0.04780936875,0.02233954064
1342,0.04269293924,-0.06524870731,0.02252656564
1343,-0.003409090909,-0.05999628788,0.02511066299
1344,0.002301790281,-0.0267490195,0.0169897083
1345,-0.01111111111,-0.06782052641,0.02053772927
1346,0.07346723044,-0.05167680142,0.01937279063
1347,0.009461856889,-0.07129116025,0.03062289465
1348,0.01330573625,-0.04690903303,0.01497517232
1349,-0.01222826087,-0.0378143097,0.01772079678
1350,0.09431818182,-0.05097210261,0.0269469813
1351,0.1136363636,-0.05697126724,0.02758428816
1352,0.05163043478,-0.04122215319,0.02252456877
1353,0.09017453135,-0.07155534437,0.03159429221
1354,0.06639676113,-0.0420573172,0.016702165
1355,0.009118541033,-0.04697836283,0.0150853118
1356,0.07311827957,-0.04191704808,0.02623855304
1357,0.07849462366,-0.05517241804,0.02074316736
1358,0.1203429923,-0.04715286967,0.02119114653
1359,0.02777777778,-0.04778707449,0.02065748569
1360,-0.01075268817,-0.05887630623,0.02704002086
1361,-0.007392075695,-0.07732842916,0.02833931286
1362,0.05015197568,-0.04576281992,0.02046611451
1363,0.1032608696,-0.03463231709,0.009126657065
1364,0.05085748078,-0.06592262658,0.02859038255
1365,0.08192771084,-0.04453537161,0.0200365795
1366,0.1149425287,-0.0638240577,0.01732142577
1367,0.1559139785,-0.03598497341,0.007115558669
1368,0.05227272727,-0.04877161582,0.01526571073
1369,-0.0376344086,-0.06140938422,0.02389336227
1370,-0.01098901099,-0.03571574876,0.01583596792
1371,-0.007287449393,-0.06386123688,0.02358716877
1372,0.008184143223,-0.02623144503,0.0140062872
1373,-0.006091846298,-0.0517354267,0.02826378297
1374,0.1010752688,-0.03154816249,0.01944966846
1375,-0.03448275862,-0.03381518487,0.02350452053
1376,0.06774193548,-0.04590243131,0.01932878897
1377,0.1360182371,-0.05379487074,0.02572987349
1378,-0.0652173913,-0.04536681337,0.01782965994
1379,0.06657608696,-0.04992633756,0.01951471215
1380,-0.01260504202,-0.04483008138,0.02145309263
1381,0.07165991903,-0.05533957867,0.02199563316
1382,-0.06923890063,-0.06478654922,0.02184915263
1383,-0.02150537634,-0.08039214504,0.0281199475
1384,0.04761904762,-0.05726832511,0.01597414503
1385,0.06650246305,-0.02702346791,0.01480632748
1386,0.03548387097,-0.06179175068,0.03443205095
1387,0.01022727273,-0.06065628423,0.01387452729
1388,0.06931818182,-0.04517281348,0.01451646576
1389,0.129076087,-0.03654348557,0.01401535726
1390,0.1385869565,-0.05902786532,0.02025038142
1391,0.0005115089514,-0.05840183763,0.02891861472
1392,0.08854166667,-0.06338858995,0.02019978121
1393,0.07928118393,-0.03085793451,0.01311742618
1394,0.04351395731,-0.0579309721,0.0234772169
1395,0.06022727273,-0.05401959856,0.02256071073
1396,0.08152173913,-0.05850935541,0.02522668167
1397,-0.01454427925,-0.04083749701,0.02280693686
1398,0.1073369565,-0.05925387812,0.02351450927
1399,0.06819650937,-0.07347633945,0.02781667555
1400,-0.02216748768,-0.05778881733,0.02315449017
1401,0.1127717391,-0.05018681941,0.01834650933
1402,-0.04193548387,-0.03553404788,0.0216025722
1403,-0.06451612903,-0.06857870202,0.02778547089
1404,0.09444444444,-0.04215368934,0.01995181427
1405,0.1398809524,-0.04608557009,0.01988158927
1406,0.05927051672,-0.06563403153,0.02717324428
1407,0.15,-0.0544433251,0.02254337552
1408,0.03532608696,-0.02965873635,0.01503761807
1409,0.02887537994,-0.04578542154,0.02064445171
1410,0.04483695652,-0.06074649149,0.02144653934
1411,0.08863636364,-0.04427349365,0.02611138926
1412,0.02276759314,-0.06823133209,0.02364579944
1413,0.1109422492,-0.05396404305,0.02958460072
1414,0.02748414376,-0.07152114941,0.02519527089
1415,0.06270200388,-0.04020695457,0.01744328767
1416,0.04090909091,-0.04616235671,0.01989926897
1417,0.06416321703,-0.0517130722,0.01949945487
1418,0.023556231,-0.06646105166,0.0242661008
1419,0.04234001293,-0.0398791178,0.02327354255
1420,0.07311827957,-0.037725148,0.02112634662
1421,0.09569892473,-0.04833852379,0.02596448795
1422,-0.06477272727,-0.02811617444,0.0158650294
1423,-0.06043956044,-0.0452808696,0.02264344013
1424,0.1488636364,-0.05902203776,0.02875842877
1425,-0.003548196334,-0.06502508003,0.02151522476
1426,0.005208333333,-0.0585080451,0.0259048092
1427,-0.05425101215,-0.05323200083,0.01876445265
1428,0.01358695652,-0.04676692747,0.02083409962
1429,0.03962152572,-0.06671843348,0.02724064936
1430,0.06076276665,-0.05029768135,0.01863779972
1431,0.02069781195,-0.02588625858,0.02051076099
1432,0.06270200388,-0.03098445498,0.01250259594
1433,0.1659919028,-0.04435621988,0.01752646736
1434,0,-0.06533206063,0.0196561709
1435,0.03482142857,-0.04848979244,0.02535946473
1436,0.07539917209,-0.0453957161,0.02449237465
1437,-0.08985132515,-0.04441464184,0.02401326574
1438,0.1066580478,-0.03240546081,0.01910939999
1439,0.05227272727,-0.06304362629,0.02975897114
1440,0.04492600423,-0.02248067265,0.01373378067
1441,0.06547619048,-0.03891574183,0.009420835707
1442,0.004545454545,-0.04440968743,0.014920244
1443,-0.03684210526,-0.0288415951,0.01699527657
1444,0.07386363636,-0.05825181962,0.02344691714
1445,-0.001774098167,-0.04176341655,0.02380893377
1446,-0.01630434783,-0.0215597289,0.01360137219
1447,-0.0376344086,-0.06003079869,0.02123627899
1448,-0.01704545455,-0.06540483681,0.02151258874
1449,-0.03755174453,-0.05762359444,0.01973030837
1450,0.07165991903,-0.05666115797,0.0226797949
1451,0.1195862961,-0.04404528685,0.02293702897
1452,0.04234001293,-0.04986283483,0.02222279548
1453,0.02545155993,-0.0549170584,0.01956008663
1454,0.02445652174,-0.06653752583,0.0313895209
1455,0.1067653277,-0.07898504937,0.0312241177
1456,0.01720430108,-0.0590408639,0.01807055632
1457,0.07608695652,-0.04971609978,0.01848607339
1458,0.07539917209,-0.04232668042,0.01001454176
1459,0.002717391304,-0.06274266012,0.01825765302
1460,0.008602150538,-0.06337598905,0.02905428213
1461,0.09444444444,-0.05155962965,0.01957425791
1462,0.01842275372,-0.07110480541,0.02383661076
1463,0.004217432052,-0.05592818708,0.01783629431
1464,0.1465909091,-0.05843526843,0.02191341154
1465,-0.001358695652,-0.04514066407,0.01071849577
1466,0.1236413043,-0.04771073427,0.02030459581
1467,0.06751918159,-0.03579333579,0.01627856301
1468,0.04886363636,-0.07390669219,0.02337482149
1469,-0.01123595506,-0.05704833423,0.02748373856
1470,0.04090909091,-0.07156946991,0.03284768277
1471,0.08831521739,-0.07828947916,0.02527990928
1472,0.08152173913,-0.04551556319,0.01728516441
1473,-0.006793478261,-0.06434708915,0.02179391329
1474,0.09619450317,-0.04769853826,0.02311461887
1475,0.126899696,-0.04455983143,0.01183562432
1476,0.2036124795,-0.05809136786,0.02372034727
1477,0.01666666667,-0.04919635164,0.01959025
1478,0.01638477801,-0.04635847162,0.02177204304
1479,0.004756871036,-0.05346398487,0.0262673448
1480,0.07159090909,-0.05999552939,0.02453640178
1481,-0.06002365464,-0.04321446994,0.02630469937
1482,0.1666666667,-0.04196442304,0.02582398427
1483,0.1109422492,-0.07257113299,0.02398439567
1484,0.01842275372,-0.09520292116,0.03277397424
1485,0.07293868922,-0.04618356302,0.02448356361
1486,0.02083333333,-0.06307603555,0.02330106593
1487,0.191576087,-0.04033801772,0.01755377677
1488,-0.01704545455,-0.03957690438,0.01863695224
1489,-0.01111111111,-0.06175381274,0.02388731791
1490,0.05113636364,-0.04611993022,0.02292766856
1491,0.02380952381,-0.058195246,0.02677410834
1492,-0.01724137931,-0.06643203197,0.02063901107
1493,-0.02873563218,-0.04832766999,0.02385791334
1494,0.03703703704,-0.06309628451,0.02663093605
1495,-0.003555268261,-0.05233877848,0.0210484106
1496,0.005555555556,-0.05113078911,0.01549502884
1497,0.07070707071,-0.05250992964,0.02002918401
1498,0.01888341544,-0.05422705514,0.02328070289
1499,0.07799671593,-0.07076878996,0.02223292877
1500,0.05470136014,-0.03656515643,0.01725995645
1501,0.07777777778,-0.06929423952,0.02419169035
1502,0.09886363636,-0.06973299796,0.0242525358
1503,0.1195862961,-0.05550528274,0.01940608111
1504,0.03330206379,-0.04210665038,0.02032320196
1505,0.08333333333,-0.05443320277,0.02201631293
1506,-0.05263157895,-0.07795542335,0.02184814666
1507,0.0247311828,-0.07581580311,0.03060891859
1508,0.0221987315,-0.03543107623,0.02334986115
1509,-0.04166666667,-0.03826386741,0.01446601924
1510,0.03295454545,-0.04152802509,0.0156335161
1511,0.141337386,-0.03850503448,0.008300772002
1512,0.05395136778,-0.05553695536,0.01983465428
1513,0.09239130435,-0.05391727873,0.01587584703
1514,-0.07886231416,-0.05487154312,0.02053097471
1515,0.03962152572,-0.07947498411,0.03419193457
1516,0.2024456522,-0.05730703895,0.02529352915
1517,0.07875264271,-0.04345322827,0.01869273642
1518,0.08977272727,-0.04248244939,0.02270854637
1519,0.1275303644,-0.04434501448,0.01560959753
1520,0.02793522267,-0.05136064258,0.02326315507
1521,0.1142857143,-0.04282097935,0.02491259334
1522,0.1032608696,-0.068856254,0.02409892626
1523,0.01585623679,-0.04858493943,0.01403391244
1524,0.04623655914,-0.03678361042,0.01564183824
1525,0.1045454545,-0.04675242184,0.01803504539
1526,-0.004301075269,-0.07103350189,0.0237360738
1527,0.05015197568,-0.04548121363,0.01853903609
1528,0.05602536998,-0.06923308845,0.02673881028
1529,0.01494565217,-0.05469015103,0.02305650378
1530,0.1066580478,-0.05739490262,0.0228262392
1531,-0.04318181818,-0.05356809231,0.01829726875
1532,0.1056231003,-0.05606481867,0.02374957396
1533,-0.006024096386,-0.04664216832,0.02126389486
1534,0.0505952381,-0.04204501389,0.01629285825
1535,0.07799671593,-0.03322429777,0.01016702363
1536,0.02954545455,-0.05523421015,0.02052096579
1537,0.03419452888,-0.03459956995,0.01874955666
1538,-0.02247191011,-0.03245165158,0.0167807508
1539,0.008184143223,-0.03742000194,0.02117692211
1540,-0.08249556475,-0.02605933415,0.005566088168
1541,-0.08435681965,-0.0777761245,0.02723970762
1542,-0.004105090312,-0.04425553654,0.013406396
1543,0.1026272578,-0.05472067657,0.02598566748
1544,0.05163043478,-0.03864760139,0.02106764283
1545,0.07738095238,-0.03857838369,0.01563292969
1546,0.09372979961,-0.05525548316,0.01796249648
1547,0.01823708207,-0.05330746684,0.02557673703
1548,0.07241014799,-0.05283995138,0.02244823491
1549,0.1236413043,-0.06113681131,0.0245124508
1550,-0.05612244898,-0.055029652,0.01610071242
1551,0.06363636364,-0.04837061289,0.01758709469
1552,0.1182065217,-0.03575854725,0.01519110611
1553,0.1503836317,-0.07621147908,0.02885187028
1554,0.07522796353,-0.05502890054,0.02109273106
1555,0.004545454545,-0.06914398187,0.03043831427
1556,0.07875264271,-0.04101626121,0.02103689566
1557,0.01111111111,-0.03612249303,0.01991595934
1558,0.02838557067,-0.04372961414,0.02336921657
1559,-0.0404040404,-0.05031071332,0.02482838752
1560,0.07975903614,-0.05226094739,0.02868561573
1561,-0.05340909091,-0.06518194145,0.03182835235
1562,0.1170040486,-0.05473775646,0.0241949914
1563,0.0978710822,-0.02823296016,0.01086468714
1564,0.07201086957,-0.05253107064,0.0246784858
1565,0.07222222222,-0.0280965526,0.01774261431
1566,0.05720749838,-0.06162895428,0.02687845517
1567,-0.0652173913,-0.05874318562,0.01824108315
1568,0.07727272727,-0.04609578267,0.02339053355
1569,0.04757033248,-0.06855373597,0.02841671846
1570,0.146656535,-0.04923142032,0.01667833119
1571,0.1874595992,-0.06073151941,0.02284045367
1572,0.08152173913,-0.02003159632,0.01794355727
1573,0.07928388747,-0.05486997554,0.02623133996
1574,0.01827956989,-0.03857977252,0.01659574939
1575,0.1163227017,-0.03469894689,0.02055029157
1576,0.03440860215,-0.0299398866,0.0135747761
1577,0.04076086957,-0.0640382353,0.02398139661
1578,0.1607287449,-0.06316715157,0.02848239472
1579,0.08522727273,-0.05565938428,0.02409017272
1580,0.09760827408,-0.0363112413,0.01400936449
1581,0.1768184506,-0.05539942854,0.01901416968
1582,0.21875,-0.04614515281,0.01797778526
1583,-0.02553329024,-0.03307514557,0.02076647384
1584,0.1147250148,-0.05407008,0.03100490479
1585,0.06076276665,-0.04868498178,0.02462192603
1586,0.05395136778,-0.06184744645,0.02162095694
1587,0.003878474467,-0.06287309465,0.02235638068
1588,0.1626139818,-0.03851553678,0.01869040701
1589,0.04831144465,-0.07519583409,0.03346735305
1590,0.08888888889,-0.03820454653,0.01684805056
1591,-0.01417004049,-0.02996707064,0.01448675076
1592,0.04492600423,-0.0435297631,0.02021427026
1593,0.07717327025,-0.06479968271,0.02760172004
1594,0.04886363636,-0.06992793788,0.02649613099
1595,0.129076087,-0.07413230164,0.02018800843
1596,0.06076276665,-0.06522305632,0.02069393048
1597,-0.00179028133,-0.04330576592,0.02166326694
1598,0.06930946292,-0.03253837286,0.01639010403
1599,-0.004301075269,-0.05762414814,0.02629696977
1600,0.06458966565,-0.06344833919,0.02077320584
1601,0.03978494624,-0.07049896475,0.01621491893
1602,0.05526826115,-0.04738111438,0.02564273528
1603,0.1870445344,-0.06182373541,0.03137353954
1604,0.1838709677,-0.0389922795,0.01603361885
1605,0.05418719212,-0.04003402561,0.01438212717
1606,-0.09934949734,-0.06761227293,0.03001157696
1607,0.07165991903,-0.05679299164,0.02616776079
1608,0.07799671593,-0.05238882832,0.02137805845
1609,0.0659373152,-0.04913675857,0.01581857792
1610,-0.04736842105,-0.05087995714,0.01893075881
1611,0.05027173913,-0.06701104847,0.0277294717
1612,0.02222222222,-0.03892410811,0.01706441923
1613,0.01666666667,-0.04365612868,0.01736486147
1614,0.03420805998,-0.03381333701,0.0112792776
1615,0.09760827408,-0.02656294334,0.01488320191
1616,0.01590909091,-0.04752344222,0.01926830785
1617,0.0625,-0.03150149276,0.01650036721
1618,-0.01477272727,-0.03376501107,0.01391753697
1619,-0.04455445545,-0.03397756367,0.01547260011
1620,0.09362723701,-0.0496085511,0.01834867507
1621,-0.007399577167,-0.0339659878,0.01756574492
1622,0.1388888889,-0.0428345631,0.01346174885
1623,0.0659373152,-0.03730040256,0.02032763623
1624,0.08516624041,-0.03649796603,0.02378816241
1625,-0.02003878474,-0.05693874517,0.02099384196
1626,0.1085972851,-0.04778235288,0.0149966307
1627,0.09569892473,-0.06233770874,0.02604253074
1628,0.04619565217,-0.0621929377,0.02594212271
1629,0.1397849462,-0.06254966363,0.02537462846
1630,0.1609195402,-0.04454128778,0.02560280941
1631,0.06031933767,-0.05667054505,0.01865580909
1632,0.1032608696,-0.0415683457,0.01768273067
1633,-0.05050505051,-0.04485139239,0.01669101249
1634,0.1011635423,-0.06352670764,0.02289888025
1635,0.05418719212,-0.03863861063,0.01699169814
1636,0.09462365591,-0.06178671414,0.02645513041
1637,-0.05,-0.05308869124,0.0237646154
1638,-0.02386363636,-0.05133994296,0.02092255654
1639,0.06075533662,-0.03592984768,0.02416080446
1640,0.03135100194,-0.06191401468,0.02460352409
1641,0.03135100194,-0.05078601213,0.01918639594
1642,0.01902173913,-0.05930656116,0.02311314521
1643,0.2044534413,-0.04750706177,0.01822462807
1644,0.08888888889,-0.05693769134,0.02453976539
1645,0.09239130435,-0.04805695998,0.02465171437
1646,0.06801619433,-0.05279700435,0.02323996399
1647,0.009461856889,-0.02886683836,0.01608376048
1648,0.07727272727,-0.02660921837,0.01976230052
1649,0.02386363636,-0.04346241358,0.01383191923
1650,0.001619433198,-0.0597690351,0.02607963234
1651,0.01182795699,-0.02951301728,0.02053790155
1652,0.02167019027,-0.06267026793,0.02855546256
1653,-0.001616031028,-0.04014845305,0.01763841094
1654,0.03684550743,-0.05464637886,0.0214258055
1655,0.05698924731,-0.05583644363,0.01476172488
1656,0.05263157895,-0.03716642275,0.01499003507
1657,0.06076276665,-0.04302335979,0.02012057301
1658,0.06183932347,-0.06078241875,0.01201830212
1659,0.05729166667,-0.05506152473,0.02579605866
1660,0.08288043478,-0.0376989414,0.01639474077
1661,0.05591397849,-0.058663054,0.02877324492
1662,0.02225063939,-0.05113791743,0.02055976009
1663,0.01714961561,-0.03915235178,0.02102887498
1664,-0.01648351648,-0.05256101667,0.02011973249
1665,0.1358695652,-0.05546489893,0.01853032144
1666,0.03888888889,-0.05879771833,0.02542947927
1667,0.07727272727,-0.05862174887,0.01627585959
1668,-0.01222826087,-0.01948928391,0.007432272715
1669,0.05591397849,-0.05106668579,0.02358013407
1670,0.05729166667,-0.04299064105,0.02346355597
1671,0.07954545455,-0.06119384217,0.03398804984
1672,0.07070707071,-0.06563229756,0.02478864724
1673,0.05073995772,-0.07069123895,0.02298861564
1674,0.08387096774,-0.05698602663,0.02342974382
1675,0.1579545455,-0.06506292233,0.02408165836
1676,0.08288043478,-0.05101374763,0.02164281112
1677,0.04090909091,-0.07613704815,0.02184117314
1678,-0.01478415139,-0.03769937768,0.01649455875
1679,-0.03409090909,-0.04886920272,0.01337405344
1680,0.05418719212,-0.05933766335,0.02334682641
1681,0.211827957,-0.03497501595,0.02348484315
1682,0.05655391121,-0.06451634356,0.02430970854
1683,0.01358695652,-0.03407250373,0.01055274726
1684,-0.07777777778,-0.03587979626,0.02349868963
1685,-0.01747720365,-0.07118631937,0.02131270697
1686,0.001075268817,-0.04595356336,0.01530936782
1687,0.08446093409,-0.05423557688,0.02646115294
1688,0.04008097166,-0.04606734075,0.02155255924
1689,-0.09427767355,-0.05487153193,0.02547621938
1690,0.006451612903,-0.04127078883,0.01927069755
1691,0.1611111111,-0.06648464225,0.02733747778
1692,0.01590909091,-0.04892994893,0.02328373372
1693,0.0322410148,-0.05818978147,0.02926053824
1694,-0.01766304348,-0.04864973543,0.02192303725
1695,0.08333333333,-0.04953135587,0.02270290114
1696,0.007433742728,-0.05814688005,0.02616593768
1697,0.05720749838,-0.048992566,0.02406975626
1698,0.1041666667,-0.04775010641,0.02887511067
1699,0.06666666667,-0.07222960827,0.03014534528
1700,0.1732348112,-0.0469538636,0.01941052219
1701,0.06774193548,-0.06101018425,0.01839440261
1702,0.07717327025,-0.05499651661,0.01810443494
1703,0.06114130435,-0.04862739866,0.02427003731
1704,0.04659090909,-0.04314402278,0.01710754228
1705,-0.0452685422,-0.04917246445,0.02123762238
1706,-0.07777777778,-0.07511103126,0.03252625428
1707,0.05161290323,-0.05271086944,0.01952929254
1708,0.08663512714,-0.03462536483,0.01388150462
1709,0.0960591133,-0.04731817135,0.01365576772
1710,0.08333333333,-0.0676548826,0.02815985489
1711,0.004092071611,-0.03825277619,0.01401709532
1712,0.05654761905,-0.05832585307,0.02136866875
1713,0.05647545831,-0.04272653951,0.02324558924
1714,0.05754475703,-0.06639036582,0.0214533119
1715,0.1073329391,-0.08785952361,0.03193590247
1716,0.0145267104,-0.04287314427,0.02258942151
1717,0.1206896552,-0.04199663403,0.02482066568
1718,0.02727272727,-0.05907806226,0.02544148649
1719,0.004756871036,-0.0604310761,0.02604203157
1720,0.04534412955,-0.03929306694,0.01930241322
1721,0.02159090909,-0.04485199834,0.01150592936
1722,0.07608695652,-0.06273395693,0.01953185479
1723,0.06114130435,-0.07430600137,0.0160295234
1724,0.1185688941,-0.05022789727,0.01682947305
1725,0.01057082452,-0.04466835721,0.02033471604
1726,0.05021141649,-0.06993226656,0.0278053183
1727,0.130575307,-0.0407585433,0.01590003163
1728,-0.01797040169,-0.04423965629,0.02175116576
1729,0.06075533662,-0.050603873,0.02142691916
1730,0.01931818182,-0.05557372217,0.02944589993
1731,0.0557544757,-0.0525006308,0.02223276771
1732,0.02386363636,-0.04537454593,0.02130019459
1733,0.07159090909,-0.04619169967,0.01787324385
1734,0.005208333333,-0.03291244124,0.0181348922
1735,-0.04301075269,-0.05466940825,0.02249349703
1736,0.02167019027,-0.0644163041,0.02417243955
1737,0.04578005115,-0.03854303709,0.02029226358
1738,-0.006838905775,-0.04858385253,0.02742769574
1739,-0.006793478261,-0.05189932937,0.02171921818
1740,0.03962152572,-0.07492032886,0.02714829459
1741,0.001927710843,-0.06377625503,0.01897200508
1742,0.1141304348,-0.0564867668,0.02092966652
1743,0.04076086957,-0.05374237487,0.02217274842
1744,0.07346723044,-0.06874293401,0.02743766848
1745,0.05647545831,-0.05061943993,0.02076820419
1746,-0.03888888889,-0.04763065224,0.02539458559
1747,0.04483282675,-0.02788013526,0.009831305878
1748,0.01486748546,-0.03412946728,0.008709824505
1749,-0.07954545455,-0.03922309922,0.009316590466
1750,0.05602536998,-0.05894337638,0.02318210188
1751,0.04008097166,-0.06111114444,0.02528210934
1752,0.05015197568,-0.04111607071,0.02006953936
1753,-0.08888888889,-0.04445219415,0.02010827041
1754,0.02954545455,-0.03992423598,0.02185289384
1755,0.07332939089,-0.03771401122,0.01578616773
1756,-0.03488372093,-0.0521711268,0.01421475354
1757,0.07954545455,-0.05906242137,0.01599823612
1758,0.1861413043,-0.05301135385,0.0283611987
1759,-0.06593406593,-0.028471815,0.01252080728
1760,0.007954545455,-0.03741804602,0.007674682699
1761,0.05555555556,-0.05389821796,0.01474740849
1762,0.01740890688,-0.05675369647,0.02213598668
1763,-0.01595744681,-0.05483593457,0.02243055884
1764,0.009118541033,-0.03669630436,0.01420953205
1765,0.04659090909,-0.05477330631,0.02396343009
1766,0.01182795699,-0.04285673092,0.02161694024
1767,0.0625,-0.05155496791,0.0175532719
1768,0.08456659619,-0.05643189676,0.02094436322
1769,0,-0.05362636365,0.01664794771
1770,0.1673565937,-0.04469735346,0.02043100781
1771,0.146656535,-0.03833037796,0.01332166677
1772,0.04523950325,-0.04956872042,0.0290471324
1773,0.01290322581,-0.04364397604,0.01514307147
1774,0.130575307,-0.05824480881,0.02327577319
1775,-0.06845238095,-0.03510071131,0.01949388358
1776,0.04908338261,-0.04674287107,0.02543561208
1777,0.0960591133,-0.04491673687,0.01024902868
1778,0.08333333333,-0.06081377395,0.02248542396
1779,0.1147250148,-0.07017282481,0.02889986277
1780,0.07222222222,-0.06321203315,0.02288275813
1781,0.06610942249,-0.04829952199,0.02418201832
1782,0.09444444444,-0.04080522252,0.01868171337
1783,0.1199625117,-0.05588603587,0.02561405972
1784,0.1375379939,-0.04530525838,0.01860200407
1785,0.01888341544,-0.06018686325,0.02310325163
1786,0.04761904762,-0.07686322288,0.03445130811
1787,0.1117408907,-0.0565652464,0.01964729942
1788,0.03694581281,-0.02469270191,0.007784530599
1789,-0.05,-0.0592974632,0.02019311374
1790,0.1397849462,-0.04572410244,0.01792360029
1791,-0.03125,-0.05679756984,0.03284128059
1792,-0.1222222222,-0.0478196987,0.01829924556
1793,0.03805496829,-0.05882151472,0.0312637814
1794,0.08279124778,-0.05183739579,0.02308739497
1795,0.05166240409,-0.03149889861,0.01152596246
1796,0.1409090909,-0.02670844367,0.01521773844
