draw,delta_source_balanced_macro_f1,delta_source_balanced_brier,delta_source_balanced_log_loss
0,-0.00211410873707,0.00200844151363,0.0205812923631
1,-0.0032511258075,0.00666788767731,0.0335811758124
2,-0.00575054954848,0.00816162163738,0.0481530888041
3,-0.000108682461253,0.00108428489144,0.0162182649273
4,0.00645835686171,0.00242094126417,0.0314465033645
5,0.0010808038604,-0.00139744898707,0.0258265947466
6,0.00289643210364,0.00561700658098,0.0381493273422
7,0.00104092486852,0.00155699194433,0.0283707389853
8,0.00414976086339,0.0047373371774,0.0269590786703
9,-0.000513700010185,0.00106066686067,0.0280266134147
10,-0.00104316015439,0.00345186472523,0.0279978013962
11,0.0036683766062,0.00683174159712,0.0586467830779
12,0.00101432644022,0.00556333827354,0.0382076566405
13,-0.00221765547602,0.00512682894716,0.0326751377749
14,-0.00286622111176,0.00650065282568,0.0311158981571
15,0.000560002793354,0.00223093049064,0.02002724077
16,0.00561775891145,0.00253167602437,0.0318236359596
17,0.00046751814793,0.00493556907108,0.0327714162419
18,0.00177697840947,0.00292009488352,0.0244528932448
19,-0.0126662131139,0.00756162865051,0.025773065546
20,0.00137116235905,0.00249447448891,0.0259120700209
21,-0.00168314592042,0.0057406837183,0.0332764287769
22,0.00126453939795,0.00255310295708,0.0203221360747
23,0.00117531725779,0.00483813770626,0.048922473757
24,0.00204639305146,0.00160419909482,0.0242147748924
25,-0.00206197924683,0.00525178907513,0.0386937202979
26,-0.00657796432721,0.00807635171744,0.0313919478153
27,-0.00220437947976,0.00761155313087,0.0421545237552
28,-0.00412698690191,0.00371878454338,0.0176704453848
29,0.00247049410397,-0.00222396311271,0.0194398800129
30,0.00326236855564,-0.000288873350415,0.0261249351578
31,0.000647789671777,0.00325567873906,0.0279844466014
32,0.00199063309091,0.00319523739974,0.0245640196031
33,0.000220878423854,0.0059829563983,0.0327516298609
34,0.00959933899981,-0.000601942485448,0.0303248166777
35,0.00400003410933,0.000531531408985,0.0252410109089
36,-0.00416710644219,0.00394541609664,0.0303884000879
37,0.00153863984987,0.00500055155159,0.0448378050252
38,0.00696868350437,0.00102488108117,0.0320127076528
39,0.00504115830823,0.00263817879832,0.0276209891564
40,0.00332526361928,0.00422497158924,0.0352401755346
41,-0.00340197201444,0.00657865575663,0.0378879647416
42,0.00203850142579,0.00322439439786,0.0186860864551
43,-0.00113878753266,0.00382483701681,0.0277748996337
44,-0.000157130653486,0.00201398171045,0.0359273794183
45,-2.71901796743e-05,0.0036065204708,0.0239793420485
46,-0.00175881204806,0.00207990251503,0.0352737089702
47,0.00562410492826,0.00374805541281,0.0300115285727
48,-0.000342009111039,-0.000206543501712,0.0151766431494
49,0.00166983808301,0.00369299236173,0.0289642311883
50,-0.00197755116107,0.00147091827047,0.0247089826749
51,0.00560858425754,0.0033325765555,0.0340828621576
52,0.000107149865553,0.00281570122428,0.0260698102743
53,-0.000160259451395,0.00220614709974,0.0275818883267
54,0.000154910487157,0.00444163547192,0.0258366169495
55,0.00613321030809,0.00429252283533,0.0301478374234
56,-0.00361313346722,0.00341750638558,0.0283762455869
57,-0.00653566129502,0.00465214118983,0.0331953520581
58,-0.000142579545382,0.00105868387234,0.0175249722768
59,0.00368562313728,0.00238317587503,0.0405442549599
60,0.00410090467219,0.00274757834112,0.0251868907144
61,0.000342947339679,0.00537444065104,0.0364859078319
62,0.00620989145441,0.00250604980535,0.0390754185733
63,0.00213141182285,0.00393432076044,0.0337226128178
64,0.00106310800295,0.00503507635912,0.026459279225
65,0.00448405309898,0.000170524652672,0.0259192562578
66,-0.00103986178481,0.00534763596632,0.0322797207501
67,0.00201812860828,0.000372080575545,0.0168303695201
68,0.00255421103296,0.00299748250596,0.0253055232595
69,-0.00247071827839,0.00653243362737,0.0442428826655
70,-0.000257174576117,0.00248014620017,0.0388027513955
71,-0.000331377808397,0.00479539167595,0.0382089730026
72,0.00399415981924,0.0042003308536,0.035195823451
73,0.003062432592,0.00239162098465,0.0310240357169
74,-0.00425555453951,0.00194770535473,0.0169265584003
75,0.00272886192996,0.00148518101792,0.0273139254849
76,0.00296379060045,0.00188305715319,0.0199957561802
77,-0.00524287217938,0.00516908790896,0.0229891896574
78,0.000825547354909,0.00151165326836,0.0202429216483
79,-0.00419060548747,0.00808013714575,0.0423261314101
80,0.00303659013767,0.00204267247507,0.0270484102232
81,-0.00270372902209,0.00885256918254,0.0411500153667
82,0.00451215855835,0.00015367031055,0.0182144050946
83,-0.00459507651732,0.00577094472401,0.0332071355567
84,0.00417637454017,0.00124518485121,0.0245020523536
85,-0.00138410969877,0.000291865620953,0.0211280005852
86,0.000699330346587,0.00132710887153,0.0329092740572
87,0.00163883518628,0.00252444986431,0.0378989943862
88,0.00254053429242,0.00481114621007,0.0288693779331
89,-0.000670381753386,0.00665154613408,0.0313341504157
90,-0.00194550236318,0.000900291181835,0.0261984627624
91,-0.00299296072432,0.00231491389976,0.0251744330608
92,0.00518430116451,-0.00117273356826,0.0185003871306
93,0.000680832515023,0.000524966149549,0.0294090539437
94,-7.91138079259e-05,0.00761722203364,0.0393046078578
95,-0.00224162340262,0.00268418831306,0.0223190621163
96,-0.000640067457476,0.00452217147181,0.0301932370721
97,0.000963151737111,0.0023431256067,0.028959067904
98,0.00262376001964,0.0034981983042,0.030129051503
99,-0.00423319076456,0.00531551985605,0.0298819468407
100,0.00537359694143,-0.00252758667283,0.0262957765162
101,-0.00647281523187,0.00513060587877,0.0301580468305
102,0.00984063509192,-0.00129245502408,0.0173706994681
103,0.00332352840894,0.00192190654546,0.0204777142012
104,0.000540763982715,0.000798123581537,0.030227260035
105,0.00277308579536,0.00368576293255,0.0412641177445
106,-0.00144527620017,0.00326733972967,0.0212269864381
107,-0.00278513161871,0.00106511946973,0.0294422080712
108,0.00205749874398,0.00189913137714,0.0254568202572
109,0.00366282576577,-0.00066377942592,0.0208577319753
110,0.0103456105535,0.000496337517425,0.0418561085537
111,0.0034507070568,-0.00208611167973,0.0122045124599
112,-0.00395091645054,0.00463805795209,0.0349449400428
113,-0.00445575172146,0.00499318783653,0.0216827971461
114,0.0023494674446,0.00235717175432,0.0324642412006
115,0.00189756223854,0.00511728680247,0.0375408258621
116,0.00440407138162,0.00257355751925,0.0240555944091
117,-0.00259063003862,0.0067997128454,0.0305416521687
118,-0.00467373848086,0.00474521974569,0.0311080807142
119,-0.00321932417072,0.00381762148095,0.0302230483782
120,-0.00294667330015,0.00658387680451,0.035868307869
121,0.010949498508,0.00243671301437,0.0398561011838
122,0.00112860814334,0.0053206812851,0.0484412660256
123,0.00622057610043,-0.000563246930624,0.0229870312445
124,0.00261078580728,0.00602112407132,0.0415929908726
125,0.00437501869903,0.00102074406996,0.0267483744475
126,0.00310038604415,0.00356183019482,0.0359599803885
127,-0.000473678196603,0.00560134301733,0.0297890263678
128,0.00349565622254,0.00109210062131,0.0198068483834
129,0.000185632595266,0.00470859631272,0.0353346168291
130,0.00311881898444,0.00109855734665,0.0300576883742
131,-0.00328339193139,-7.63473647838e-05,0.0257687213075
132,0.00517196002219,0.00656617069671,0.0397330523148
133,0.00218554222436,0.00530667997964,0.0308770264438
