draw,delta_source_balanced_macro_f1,delta_source_balanced_brier,delta_source_balanced_log_loss
0,-0.000165434944085,-0.000473335437529,-0.000805048570891
1,0.000124609953195,-0.000733291140783,-0.000425921863032
2,0.00309260201624,-6.34738696725e-06,0.00158127937892
3,3.28219344672e-05,-0.000171785556522,0.000233112072503
4,0.00248531978353,-8.27686497164e-05,0.000881419637186
5,0.000348718471521,-0.000302520007957,0.00123907891719
6,0.000990388453396,-0.000574474844981,0.000632707024663
7,0.000715924704064,-0.00112557378007,-0.000785481410865
8,6.90138796455e-05,-0.000154861656032,0.000108365752925
9,0.00203094998711,-0.000469789810083,0.00189040716959
10,0.000911836928543,-0.00018107781481,0.000554335717107
11,0.00112160120932,-0.00053474100359,0.00128472185661
12,0.000575748747419,0.00038198691006,0.00266065519584
13,0.00199077215546,-0.00092854849407,-0.000290767344417
14,0.000917218900199,0.000183733732981,0.00105649377015
15,0.00123091524548,-0.000607120757684,-0.00123248922252
16,0.000722295701105,-0.0003979338094,0.000118970269898
17,0.000617396429175,-0.00102182344777,-0.000974547358644
18,0.00225385168039,-0.00101530109096,-1.57434311836e-05
19,0.00199574472472,8.20151689513e-05,0.00214299613498
20,-0.000838156404059,0.000464435762297,0.00269903559597
21,0.00259458516138,0.000687263015838,0.00231528770684
22,0.0011473541097,-0.000125557770909,0.000683684436912
23,0.0005486239255,-0.000262139460772,0.000863419348113
24,0.000293869901249,0.000247921712613,0.000159061969825
25,0.00069242338213,0.000397074645505,0.00314459103633
26,0.00158544098392,-0.000396031929326,0.00103614887459
27,0.000891030696796,0.000524936810307,0.0035318854047
28,0.00062861744566,-0.000502473815739,-0.000794232444355
29,-0.000773491024318,9.33032240219e-06,2.22018267041e-05
30,0.00280644480344,-0.000527557410629,0.00046981631379
31,0.00241870155068,0.000173204723195,0.00111966264268
32,-0.000482216407549,-0.000388066696784,0.000466028686912
33,0.00159592280234,-0.000837711978564,0.00013136952051
34,0.00108095079686,0.000639135313865,0.00336881672026
35,0.00210564785084,-0.000746724252941,0.000608904381792
36,0.0013489118227,0.00069824092791,0.0027498430119
37,0.00141503615249,4.72229757436e-05,0.00293831217158
38,-0.000399445867789,-0.000186100914852,0.000313969343449
39,-0.000393860763135,-0.00034968425506,0.000864483301951
40,0.00187180114998,0.00039417686048,0.00256719928639
41,0.000949483652608,0.00111206292602,0.00390095517147
42,-0.000126400067762,-0.000314431648674,0.000155375165875
43,-0.000944867628929,-0.00119960408454,-0.00120450669086
44,0.000316553704762,-0.000185819309723,0.00124655010593
45,0.00116825616062,-0.000909426984656,-0.00041429364038
46,0.000615212286941,-0.000788512377614,0.000680638890254
47,0.000395465924469,-0.000359613959019,0.000415011614845
48,0.00161619154025,-7.55976552963e-05,0.000446358224086
49,0.00270226838213,-0.000889631770203,0.0010259486027
50,0.00152909165032,-0.000385446254916,0.0010746178338
51,-0.000808206782411,-0.000331394837823,0.000381344030511
52,0.00138971186423,-0.000426993687682,-0.000113491906755
53,0.00249518501331,-0.000583418422972,0.000410965777139
54,0.000111310861923,-0.000488189081025,7.72391680999e-05
55,0.00180288817862,0.000151133432304,0.00139987720984
56,0.000818292404039,-0.000958134653317,-0.000186122960396
57,-3.59117025494e-05,-0.000634573394929,0.00132339131124
58,0.000393527697901,-0.000146217633593,0.000540263157379
59,0.00267675677053,3.33708333037e-05,0.00267084454797
60,0.00120766522916,-0.000470081708543,-0.000179328012664
61,0.000217372869978,4.17501729655e-06,0.000570241309685
62,-0.000842893127034,0.000403219577837,0.00242337629338
63,0.00139311650096,-0.000473457476195,0.000894256039507
64,0.000448557321134,0.000213139544163,0.000984603764348
65,0.00103233461335,-0.000205690578761,0.00197811547104
66,0.00221050545357,-0.000118870717676,0.00183010129619
67,0.00251923488804,-0.000105640398523,-0.000215641730825
68,0.000300079301347,-0.00114458700361,-0.000135459205196
69,0.000867334943981,-0.000717822928894,0.000631254889439
70,0.000888402355018,-2.50694387841e-05,0.00112677937512
71,0.00328238108672,4.92934387292e-05,0.00196844189983
72,0.000996573637607,-0.00109996385144,-0.000574960445376
73,0.00247277817386,0.000286940483458,0.00230034517552
74,0.00246838969588,-0.000160308383358,0.00151012393302
75,0.000877163600166,-0.000499693780188,0.000475858492927
76,0.000827958470976,-3.13522272687e-05,0.000479843801777
77,0.00115577109848,2.99887997925e-05,0.000698807368003
78,-7.43386588431e-05,-8.47448081722e-05,0.000677205122744
79,0.00237616844134,0.00113419865776,0.00315678304763
80,-0.00014878099031,-0.000174597004153,-6.72064626839e-05
81,0.00249397172654,-1.00460577628e-05,0.00118537750366
82,-0.000142554573055,-0.000765024678032,-0.00107857684139
83,5.98650508991e-05,-8.24160254046e-05,0.000805382469947
84,0.00156486915361,-0.000542078391045,0.000336069630731
85,-0.000347377839879,-0.000246634183858,0.00145120621155
86,0.00115941283958,-0.000217919477587,0.000560045945414
87,0.00104195408888,-0.000136514525714,0.00118126550481
88,0.00115483490822,-0.000518055773029,-0.00042415901354
89,0.00139028471119,0.000124895055411,0.00178005071867
90,0.00235133254033,-0.000525028431867,0.00067609615067
91,0.00133222667009,-0.000341205301455,1.99216484863e-05
92,0.00217318571302,-0.000484035754149,0.000959597051997
93,0.00048214865046,-0.00109168615671,-0.000881370262723
94,-0.000455076476928,-0.000166659878226,0.0012178816523
