source_id,support,baseline_macro_f1,candidate_macro_f1,delta_macro_f1,baseline_accuracy,candidate_accuracy,delta_accuracy,baseline_brier,candidate_brier,delta_brier
093c82fd2197f13c9cdbf2150b89b7a4fa6b1bd0b674db97725c2c7c8bd1dd88,38,0.813835725678,0.813835725678,0,0.842105263158,0.842105263158,0,0.270620956827,0.270005916241,-0.000615040585509
0975c479310c006373f337dd0ad7a1b5438b2d205e3489d9920c6e86e5fdbc46,27,0.378205128205,0.378205128205,0,0.62962962963,0.62962962963,0,0.53700380265,0.532820908491,-0.00418289415933
0b66f0012a6499ae22a3ba3ea556348c4d65f1f039265ec21e4ad82aba2b5dab,15,0.761904761905,0.761904761905,0,0.733333333333,0.733333333333,0,0.529789964317,0.532182047256,0.00239208293886
0db9538e9215952f48324bd5b01c66c9eb8ea9adc87245da9db1df8c42a6ab8c,191,0.58625569373,0.588369993643,0.0021142999126,0.69109947644,0.675392670157,-0.0157068062827,0.472527345445,0.470828132213,-0.00169921323296
16ad8c075416a1640a523d8697d580ecb71be79a914d2b7439592eef75b54a0e,31,0.628515733779,0.639097744361,0.010582010582,0.806451612903,0.838709677419,0.0322580645161,0.235727197941,0.231320510273,-0.00440668766859
1837300a58fa97fb00235849e610a9e6fc97376558ae1b2b3a001a60fbe9de12,54,0.729106280193,0.755693581781,0.0265873015873,0.833333333333,0.851851851852,0.0185185185185,0.271354165112,0.271117941326,-0.000236223786458
191639dd25fcde7c7a679eb592d24f8b509b2039411c660a67c8a93f8157923d,30,0.539743589744,0.539743589744,0,0.566666666667,0.566666666667,0,0.519606062564,0.52519706363,0.00559100106547
1b9abf33ba8b2badfab01f2ee1f7aa958800a9808d579c0ec4e6bc41eb27f449,33,0.751136363636,0.751136363636,0,0.878787878788,0.878787878788,0,0.175197687755,0.177891989321,0.0026943015659
1bde13dd287e1e51682c574ddf4bc7a1b95d777f9e1d189232f7bf3f72b39469,47,0.703125,0.703125,0,0.787234042553,0.787234042553,0,0.328403047676,0.328541306053,0.000138258376433
1eedaddcb6cc7541fe6072dba97705385a99667255dae60b62dce68c593bc746,20,0.24358974359,0.24358974359,0,0.95,0.95,0,0.0493894427653,0.0449009941861,-0.0044884485792
242385d41a2f2e2c7cf667f3555e67d2393f27bebfb58a47237bcb1fe3ddc21f,15,0.866666666667,0.866666666667,0,0.933333333333,0.933333333333,0,0.127272203191,0.124869785149,-0.00240241804145
2523640a662b9aab8fa56e40699e7726fd765a9ae7ecdc36a012e3ad8211a245,5,0.380952380952,0.380952380952,0,0.8,0.8,0,0.338054182476,0.334338895996,-0.00371528648069
256a5ceb1fe87b9f23a66a55206039faf214b9b926fbe72aba2fd158983b62bf,26,0.636904761905,0.636904761905,0,0.653846153846,0.653846153846,0,0.535585344262,0.537153096597,0.00156775233549
25e8b5e04642d3980ac38e4c1a2adc2fda059b625ba4b1d1523d13ecc5903774,46,0.777097902098,0.775724275724,-0.00137362637363,0.804347826087,0.804347826087,0,0.349801628975,0.348658905294,-0.00114272368101
274c2b3cb88d91281fac0ca18e5fa0decdb86ce5b51d6bb1e988f442e09ee829,3,0.25,0.25,0,1,1,0,0.0873184551547,0.0749924511141,-0.0123260040406
27f7b9a233b232d09dc5463937c8150e848bebb9f9c3eac2cd6d18cd0a0a0663,8,0.880952380952,0.880952380952,0,0.875,0.875,0,0.142930019765,0.163313689239,0.0203836694743
